rng,-14,-11,-8,-5,-2,1,3,6,8,11,12,15,16,19,22,24,25,26,27
0x7a43eef8,224,224,224,224,224,224,224,111,111,111,111,111,111,111,111,111,111,111,111,
0x8d8c7fd1,555,555,555,555,555,412,412,412,412,412,412,412,412,412,123,123,123,123,123,
0x6a4a36,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,
0xaba23d37,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,
0xd24502a4,435,435,435,435,435,435,435,435,435,435,435,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x3d08480d,624,624,624,624,624,624,624,624,624,624,624,123,123,123,123,123,123,123,123,
0x8988d3c2,456,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,
0x49d375d3,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,
0x9121a510,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xc5fe5809,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,
0x2c146a0e,246,246,246,246,246,246,246,246,246,246,246,246,246,246,OUT,OUT,OUT,OUT,OUT,
0x91d59c2f,156,156,156,156,156,156,156,156,156,156,156,156,156,156,123,123,123,123,123,
0xe8e4023c,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,OUT,OUT,
0x982b6bc5,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,123,
0x64b1191a,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,
0xd929cc4b,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,
0x400d0628,561,561,561,561,561,561,561,561,561,561,561,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x285bff41,424,424,424,424,424,424,424,424,424,424,424,424,123,123,123,123,123,123,123,
0x2437ace6,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,
0x8246e227,223,223,223,223,223,223,223,223,223,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xe2405cd4,325,325,325,325,325,325,325,325,325,325,123,123,123,123,123,123,123,123,123,
0x91a84e7d,456,661,661,661,661,661,661,661,661,661,661,661,661,661,661,OUT,OUT,OUT,OUT,
0xbe41b172,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,111,111,111,111,
0x363579c3,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,
0xfb07240,334,334,334,334,334,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xe705579,365,365,365,365,365,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x347572be,456,456,456,456,456,456,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1bebef1f,525,525,525,525,123,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x974a726c,333,333,333,333,333,333,333,251,251,251,251,251,251,251,251,251,251,123,123,
0x517d035,341,341,341,341,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xea91fcca,666,666,666,666,666,666,666,522,522,522,522,522,522,522,522,522,522,522,522,
0x296a5e3b,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,
0xe7a24958,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,
0x24823ab1,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8f3b1b96,232,232,232,232,232,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6a96a317,322,322,322,322,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x429ea304,456,456,456,456,456,456,456,634,634,634,634,634,634,634,634,634,634,634,634,
0xcc4ed0ed,434,434,434,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xc5855b22,222,222,222,222,222,222,222,222,222,664,664,664,664,664,664,664,664,664,664,
0xd9d859b3,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,
0x7fe4eb70,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,
0xbcd48ee9,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,
0xdb42076e,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,
0x2674de0f,323,323,323,323,323,323,323,323,323,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x8a054e9c,236,236,236,236,236,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,123,123,
0xcade30a5,456,456,524,524,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x980b2c7a,456,456,456,456,456,456,412,412,412,412,412,412,412,412,111,111,111,111,111,
0x84ab4c2b,353,353,353,353,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x8266b888,222,222,222,222,222,222,222,423,423,423,423,423,423,123,123,123,123,123,123,
0x13263221,364,364,364,364,364,364,364,364,364,364,364,364,364,364,123,123,123,123,123,
0xf10f9646,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,
0x63908007,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,
0x37f2d534,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,
0xe992cf5d,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
0x2d9ed0d2,422,422,422,422,422,422,422,422,422,422,422,422,422,OUT,OUT,OUT,OUT,OUT,OUT,
0xa4ab15a3,214,214,214,214,214,214,214,214,214,214,214,214,214,123,123,123,123,123,123,
0x5c8210a0,142,142,142,142,142,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x80320459,216,216,216,216,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xc875281e,456,456,456,456,456,456,456,421,421,421,421,421,421,421,421,421,421,421,421,
0xb14f68ff,251,251,251,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xa50796cc,444,444,444,444,444,444,444,444,123,123,123,123,123,123,123,123,123,123,123,
0x1f58d15,456,456,456,456,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,
0x19c7a82a,166,166,166,166,166,166,166,166,166,111,111,111,111,111,111,111,111,111,111,
0x89bb961b,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,
0xc07d53b8,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,
0x9d2ee591,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,
0x96101cf6,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,
0xa9f378f7,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,
0xd18ff364,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,
0xb9cb49cd,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,
0x2d991282,211,211,211,211,211,211,211,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x605cad93,145,145,145,145,145,145,145,123,123,123,123,123,123,123,123,123,123,123,123,
0xd70ae1d0,456,456,456,642,642,642,642,642,642,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x574fb5c9,512,512,512,512,512,512,512,512,512,512,111,111,111,111,111,111,111,111,111,
0x18c9d4ce,222,222,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,
0xf21a8fef,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x2f044afc,266,266,266,266,266,266,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x4e94e585,352,352,352,352,352,352,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x1d326fda,456,456,456,456,522,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xa92a3c0b,223,223,223,223,123,123,123,111,111,111,111,111,111,111,111,111,111,111,111,
0x20c91ae8,222,222,222,222,456,456,244,244,244,244,244,244,244,244,244,244,244,244,244,
0xf3435501,443,443,443,443,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x1757afa6,555,555,555,555,555,555,555,622,622,622,622,622,622,123,123,123,123,123,123,
0xa83e8de7,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,
0x1988fd94,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,
0x510f403d,535,535,535,535,535,535,535,535,535,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x553f2032,665,665,665,665,665,665,665,665,665,123,123,123,123,123,123,123,123,123,123,
0x205c2183,456,456,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,
0x7c25f00,413,413,413,413,413,413,413,413,413,413,413,413,413,413,111,111,111,111,111,
0xb4a339,146,146,146,146,146,146,146,146,146,146,146,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xdbb0d7e,436,436,436,436,436,436,436,436,436,436,436,123,123,123,123,123,123,123,123,
0x443552df,456,523,523,523,523,523,523,523,523,523,523,523,523,523,523,OUT,OUT,OUT,OUT,
0x16e6b2c,126,126,126,126,126,126,126,126,126,126,126,OUT,OUT,OUT,OUT,OUT,123,123,123,
0x50b339f5,126,126,126,126,126,126,126,126,126,126,126,123,123,123,123,123,123,123,123,
0x76838a,456,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,
0x15463dfb,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,
0x20ed0e18,236,236,236,236,236,236,236,236,236,236,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x3dca8071,465,465,465,465,465,465,465,465,465,465,465,123,123,123,123,123,123,123,123,
0xac14e56,456,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,
0xe6b0bed7,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,111,111,
0x44b0f3c4,452,452,452,452,452,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x7735b2ad,344,344,344,344,344,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x3d1bf9e2,456,456,456,456,456,456,113,113,113,113,113,113,113,113,113,113,113,113,113,
0x31d87173,423,423,423,423,423,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x1dab8830,444,444,444,444,444,444,444,622,622,622,622,622,622,622,OUT,OUT,OUT,OUT,OUT,
0x6aa7cca9,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,123,123,123,123,
0xbd83d22e,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,OUT,OUT,OUT,
0x18beb1cf,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,123,123,
0xb878f75c,442,442,442,442,442,442,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x14078a65,654,654,654,654,654,654,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x827ee33a,456,456,456,456,166,166,166,166,166,166,166,166,166,166,166,166,166,166,123,
0xb21e9beb,231,231,231,231,231,231,231,111,111,111,111,111,111,111,111,111,111,111,111,
0x6d4c2d48,444,444,444,444,312,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xceb67e1,242,242,242,242,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xb2e7f906,456,456,456,456,456,456,456,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xfb490bc7,164,164,164,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe29ad5f4,333,333,333,333,333,333,333,333,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,
0x17d5a11d,224,224,224,224,224,224,224,123,111,111,111,111,111,111,111,111,111,111,111,
0x367a9f92,666,666,666,456,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,
0xbc09d63,621,621,621,621,621,621,621,621,111,111,111,111,111,111,111,111,111,111,111,
0x8e895d60,333,333,333,342,342,342,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x23303219,642,642,642,642,642,642,642,123,123,123,123,123,123,123,123,123,123,123,123,
0xc31f22de,456,456,456,456,635,635,635,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,
0xe695acbf,442,442,442,442,442,442,442,123,111,111,111,111,111,111,111,111,111,111,111,
0xe316ef8c,333,333,333,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,
0x8008d6d5,141,141,141,141,141,141,141,141,141,141,111,111,111,111,111,111,111,111,111,
0x72f68eea,666,666,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,
0x58255db,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
0x11097878,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xc88d0b51,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,
0xaf26afb6,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,
0x79c674b7,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,
0xd99a424,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,
0xb2460b8d,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,OUT,OUT,
0xfb661142,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,123,
0x3ec3a553,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,
0x46dede90,213,213,213,213,213,213,213,213,213,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xc814d389,231,231,231,231,231,231,231,231,231,123,123,123,123,123,123,123,123,123,123,
0xee47ff8e,456,456,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,
0x1a5943af,526,526,526,526,526,526,526,526,526,526,526,526,526,526,111,111,111,111,111,
0x32fb53bc,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,
0xc7ee1f45,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,
0x6248869a,326,326,326,326,326,326,326,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x27006bcb,233,233,233,233,233,233,233,233,123,123,123,123,123,123,123,123,123,123,123,
0xa607efa8,456,456,456,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,
0x20566ac1,424,424,424,424,424,424,424,424,424,424,424,111,111,111,111,111,111,111,111,
0xab987266,333,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,
0xe3a7f9a7,355,355,355,355,355,355,355,355,355,355,355,355,355,OUT,OUT,OUT,OUT,OUT,OUT,
0x9ac05e54,243,243,243,243,243,243,243,243,243,243,243,243,243,123,123,123,123,123,123,
0xc99df1fd,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,123,123,123,123,
0x5ea94ef2,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
0x65508943,541,541,541,541,541,541,541,541,541,541,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd9ef0bc0,155,155,155,155,155,155,155,155,155,OUT,OUT,123,123,123,123,123,123,123,123,
0x76dcb0f9,456,455,455,455,455,455,455,455,455,123,123,123,123,123,123,123,123,123,123,
0xf379683e,456,456,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,111,111,
0x668769f,333,333,333,333,333,333,333,333,333,333,333,333,333,333,111,111,111,111,111,
0xac9923ec,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,
0xdaae63b5,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,
0x519fca4a,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,
0xafe7ddbb,136,136,136,136,136,136,136,136,136,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x84ea92d8,211,211,211,211,211,211,211,211,211,123,123,123,123,123,123,123,123,123,123,
0x7bae8631,456,456,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,
0x11184116,262,262,262,262,262,262,262,262,262,OUT,OUT,OUT,OUT,OUT,111,111,111,111,111,
0x982c9a97,266,266,266,266,266,266,266,266,266,123,123,123,123,123,123,123,123,123,123,
0x49e20484,456,456,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,
0x54b4546d,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xfbcf58a2,351,351,351,351,351,351,351,351,351,351,351,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x13964933,442,442,442,442,442,442,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,
0xb1bce4f0,456,542,542,542,542,542,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x3cceca69,456,456,456,456,543,543,543,543,543,543,543,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1bee5cee,366,366,366,366,366,366,366,111,111,111,111,111,111,111,111,111,111,111,111,
0xd2e2458f,444,444,444,444,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,
0xd723601c,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,
0xd300a425,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,
0x62e759fa,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,
0xab47abab,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,
0xf5146208,425,425,425,425,425,425,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x69bc5da1,253,253,253,253,253,OUT,OUT,123,123,123,123,123,123,123,123,123,123,123,123,
0xb5411bc6,456,456,456,456,414,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xc4535787,456,456,456,456,456,456,123,123,111,111,111,111,111,111,111,111,111,111,111,
0xf59196b4,444,444,444,456,362,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x2e2032dd,222,222,222,222,222,222,222,111,111,111,111,111,111,111,111,111,111,111,111,
0xe7232e52,444,444,444,444,351,351,351,351,351,123,123,123,123,123,123,123,123,123,123,
0xc783e523,456,456,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,
0x3f0b6a20,236,236,236,236,236,236,236,236,236,236,236,236,236,111,111,111,111,111,111,
0x86f21fd9,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,
0xf5a1dd9e,115,115,115,115,115,115,115,115,115,115,115,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6da5b07f,414,414,414,414,414,414,414,414,414,414,414,123,123,123,123,123,123,123,123,
0xec8d084c,456,333,333,333,333,333,333,333,333,333,333,333,123,123,123,123,123,123,123,
0x675be095,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,
0x88ca35aa,436,436,436,436,436,436,436,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x85eed59b,356,356,356,356,356,356,356,356,123,123,123,123,123,123,123,123,123,123,123,
0x5ca85d38,456,456,456,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,
0x1166f111,411,411,411,411,411,411,411,411,411,411,411,111,111,111,111,111,111,111,111,
0x8a6e0276,444,326,326,326,326,326,326,326,326,326,326,326,326,326,326,OUT,OUT,OUT,OUT,
0x52db3077,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,123,123,123,123,
0xc32214e4,555,555,555,555,555,555,555,555,555,555,555,555,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x84388d4d,332,332,332,332,332,332,332,332,332,332,332,332,332,123,123,123,123,123,123,
0x5dafd002,353,353,353,353,353,353,353,353,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd8c85d13,231,231,231,231,231,231,231,231,231,123,123,123,123,123,123,123,123,123,123,
0x295d9b50,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,OUT,OUT,
0x920db149,562,562,562,562,562,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,111,111,111,111,111,111,
0x34eea4e,156,156,156,156,156,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x7a51b76f,456,456,456,456,456,456,265,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x9891c7c,522,522,522,522,522,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x59f71905,555,555,555,555,555,555,555,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x36b35d5a,512,512,512,512,512,512,512,123,123,111,111,111,111,111,111,111,111,111,111,
0xfe6c5b8b,222,222,222,456,141,141,141,141,141,141,141,123,123,123,123,123,123,123,123,
0x70898468,121,121,121,121,121,121,OUT,OUT,OUT,111,111,111,111,111,111,111,111,111,111,
0xa1554081,444,444,444,232,232,232,232,123,123,123,123,123,123,123,123,123,123,123,123,
0x4fb9f526,456,456,456,456,363,363,363,363,363,363,123,123,123,123,123,123,123,123,123,
0xdc432567,456,635,635,635,635,OUT,OUT,OUT,111,111,111,111,111,111,111,111,111,111,111,
0x52a67f14,222,222,222,625,123,123,123,123,123,123,123,123,123,123,123,111,111,111,111,
0x491463bd,456,456,456,456,456,456,566,123,123,123,123,123,123,123,123,123,123,123,123,
0x75403db2,456,456,456,456,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x68d2b103,666,666,666,666,666,666,666,163,111,111,111,111,111,111,111,111,111,111,111,
0x7ef67880,666,666,666,211,211,211,211,211,211,211,211,211,211,211,OUT,OUT,OUT,OUT,OUT,
0xdaa87eb9,112,112,112,112,112,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0x6c7082fe,665,665,665,665,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x42455a5f,456,456,456,456,456,456,456,556,556,556,556,556,556,556,556,556,556,556,556,
0x5d8a9cac,412,412,412,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe8c94d75,222,222,222,222,222,222,222,222,264,264,264,264,264,264,264,264,264,264,264,
0x10cdd10a,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,
0x150f3d7b,526,526,526,526,526,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x645ad798,624,624,624,624,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xbfee4bf1,456,456,456,456,456,456,456,263,263,263,263,263,263,263,263,263,263,263,263,
0x40fff3d6,632,632,632,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x96ca3657,555,555,555,555,555,555,555,555,123,123,123,123,123,123,123,123,123,123,123,
0xeef1d544,456,456,456,456,456,456,456,152,152,152,152,123,123,123,123,123,123,123,123,
0xa28ab62d,456,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xcc5f7762,666,666,666,666,666,666,666,666,256,256,256,256,256,256,256,256,256,111,111,
0x52d1e0f3,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,
0xe4d901b0,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0x8d098829,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,
0xad41a7ae,311,311,311,311,311,311,311,311,311,311,311,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xa49f994f,666,666,666,666,666,666,666,666,666,666,666,123,123,123,123,123,123,123,123,
0x5ac488dc,456,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,
0x3d897de5,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,
0x9c0490ba,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,OUT,OUT,
0xfbe67b6b,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,123,
0x1a7f56c8,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,
0xfb591361,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,
0xc6dafe86,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x466f6347,664,664,664,664,664,664,664,664,664,664,664,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xbd971774,263,263,263,263,263,263,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,
